ticker,as_of_date,market_cap_cr,enterprise_value_cr,pe,ev_ebitda,pb,ps,roe,roce,roa,industry_pe,historical_pe_3y,historical_pe_5y,historical_pe_10y,avg_roe_3y,avg_roe_5y,debt_equity,current_ratio,interest_coverage,revenue_ttm,ebitda_ttm,pat_ttm,revenue_growth_1y,revenue_growth_3y,revenue_growth_5y,ebitda_margin,pat_margin,ebitda_growth_1y,pat_growth_1y,pat_growth_3y,pat_growth_5y,promoter_holding,fii_holding,dii_holding,public_holding,latest_result_date,result_quarter,cash,total_debt,working_capital_days,cfo_ttm,source,ingested_at
BLUEDART,2026-06-11,11179.33,12082.25,39.86,12.17,6.31,1.82,16.82,16.64,7.2,24.23,54.31,49.52,55.43,18.32,25.46,0.64,1.04,5.33,6140.88,,,,5.89,13.31,15.48,,,-7.83,-7.83,19.34,75.0,3.42,14.54,7.04,,,,1141.9,,,screener,2026-06-11T12:45:34.591728+05:30
BLUEJET,2026-06-11,8763.48,8656.79,35.37,23.86,6.39,9.25,19.88,26.5,16.2,31.66,41.09,41.09,41.09,23.95,26.27,0.03,4.21,54.29,947.32,,,,9.53,13.68,31.05,,,15.83,15.83,12.07,79.81,0.89,4.51,14.8,,,,42.18,,,screener,2026-06-11T12:45:34.591728+05:30
BLUESTARCO,2026-06-11,32119.1,32527.02,57.71,32.76,9.38,2.59,17.14,21.17,6.61,45.38,69.66,64.2,53.92,19.36,19.65,0.24,1.31,11.28,12401.99,,,,15.85,23.81,7.5,,,26.53,26.53,49.44,36.49,13.8,27.78,21.92,,,,809.99,,,screener,2026-06-11T12:45:34.591728+05:30
BOSCHLTD,2026-06-11,111677.67,111393.87,47.48,31.79,7.53,5.57,16.4,21.54,11.21,27.43,47.37,40.48,40.31,16.0,14.78,0.01,1.96,116.57,20034.7,,,,10.3,15.57,13.23,,,18.08,18.08,19.29,70.54,7.22,15.05,7.18,,,,118.8,,,screener,2026-06-11T12:45:34.591728+05:30
BPCL,2026-06-11,122063.82,158727.69,4.68,3.45,1.23,0.27,28.8,25.69,11.2,5.68,7.35,7.33,9.44,28.54,23.84,0.54,0.79,12.92,455228.03,,,,-1.28,14.61,9.05,,,98.49,98.49,15.66,52.98,19.57,18.52,8.48,,,,54424.42,,,screener,2026-06-11T12:45:34.591728+05:30
BRIGADE,2026-06-11,15919.98,19578.92,24.47,11.94,2.32,2.79,10.44,10.51,3.03,26.02,51.0,55.12,25.88,12.6,11.41,0.93,1.24,3.24,5697.22,,,,18.26,23.92,25.05,,,34.99,34.99,88.93,41.11,16.75,24.74,17.4,,,,6343.95,,,screener,2026-06-11T12:45:34.591728+05:30
BRITANNIA,2026-06-11,124563.81,125591.65,49.16,33.6,24.37,6.5,53.55,56.02,27.33,48.25,58.76,56.96,56.75,54.46,55.73,0.27,1.12,30.17,19151.59,,,,5.52,7.83,18.35,,,7.58,7.58,6.33,50.55,15.63,18.82,14.94,,,,1380.28,,,screener,2026-06-11T12:45:34.591728+05:30
BSE,2026-06-11,160679.47,155506.69,64.67,44.97,24.05,33.24,44.79,58.03,20.81,52.54,69.79,58.37,31.11,35.54,27.8,0.0,1.53,,4833.95,,,,73.54,50.29,63.69,,,124.14,124.14,68.42,0.0,19.42,25.09,55.4,,,,0.02,,,screener,2026-06-11T12:45:34.591728+05:30
BSOFT,2026-06-11,8678.64,8353.45,15.92,8.97,2.12,1.63,14.35,21.58,11.2,20.32,25.71,25.63,19.64,17.04,16.7,0.03,4.29,43.39,5309.96,,,,3.46,8.35,16.31,,,18.8,18.8,11.18,40.39,13.64,23.35,22.6,,,,140.74,,,screener,2026-06-11T12:45:34.591728+05:30
CAMS,2026-06-11,18048.32,17703.54,37.93,24.11,13.63,11.9,39.03,49.03,27.71,40.14,42.08,42.25,42.97,40.93,41.35,0.05,3.43,91.05,1516.25,,,,15.98,16.53,45.05,,,20.23,20.23,22.39,0.0,44.44,22.06,33.5,,,,64.23,,,screener,2026-06-11T12:45:34.591728+05:30
CANBK,2026-06-11,119369.72,1792228.36,6.62,15.61,1.02,0.94,16.08,6.52,1.09,8.13,5.96,6.03,6.63,17.17,15.56,14.64,5.36,1.28,126371.2,,,,13.74,12.46,69.66,,,17.89,17.89,44.35,62.93,14.24,10.91,11.93,,,,1723621.08,,,screener,2026-06-11T12:45:34.591728+05:30
CANFINHOME,2026-06-11,11295.49,49248.88,10.39,12.68,1.88,2.68,19.66,9.17,2.54,14.64,13.24,13.71,15.29,18.94,18.54,6.4,2.73,1.51,4216.27,,,,15.42,15.88,92.06,,,20.46,20.46,18.94,29.99,13.37,24.61,32.04,,,,38257.89,,,screener,2026-06-11T12:45:34.591728+05:30
CANHLIFE,2026-06-11,13200.25,12836.92,104.3,91.18,8.24,1.14,8.11,8.35,0.28,66.1,107.52,107.52,107.52,8.08,6.52,0.16,1.36,,11555.93,,,,11.06,4.55,0.59,,,11.56,11.56,6.0,62.0,5.67,29.79,2.28,,,,250.0,,,screener,2026-06-11T12:45:34.591728+05:30
CAPLIPOINT,2026-06-11,17822.85,17206.42,27.78,19.63,4.94,8.15,20.62,24.63,17.92,31.66,25.23,22.6,21.71,22.2,23.21,0.0,6.7,923.75,2187.19,,,,14.25,15.56,34.79,,,19.57,19.57,21.93,70.57,6.15,2.14,21.14,,,,4.61,,,screener,2026-06-11T12:45:34.591728+05:30
CARBORUNIV,2026-06-11,19463.68,19175.78,76.01,28.12,4.99,3.74,6.89,10.47,4.64,60.43,59.95,53.75,38.59,10.78,12.22,0.11,2.67,23.19,5206.31,,,,3.81,14.62,11.12,,,-13.79,-13.79,-2.61,38.89,10.73,29.45,20.91,,,,412.54,,,screener,2026-06-11T12:45:34.591728+05:30
CARTRADE,2026-06-11,11121.95,11221.17,48.8,32.29,4.49,14.27,9.69,11.84,8.71,48.71,61.6,58.33,58.33,5.65,2.62,0.06,4.79,24.74,779.27,,,,28.91,25.56,32.98,,,88.94,88.94,19.8,0.0,60.15,12.07,27.79,,,,140.43,,,screener,2026-06-11T12:45:34.591728+05:30
CASTROLIND,2026-06-11,18031.66,16953.48,18.48,11.87,9.49,3.09,45.86,60.27,27.26,12.37,21.21,18.58,20.26,43.4,44.84,0.03,1.66,149.95,5844.74,,,,6.22,13.81,23.43,,,5.75,5.75,10.45,51.0,8.48,14.2,25.85,,,,62.81,,,screener,2026-06-11T12:45:34.591728+05:30
CCL,2026-06-11,15282.22,16389.03,39.42,22.11,6.55,3.43,18.0,15.82,9.06,24.56,33.41,31.08,28.72,17.05,17.73,0.56,1.49,4.58,4457.37,,,,29.11,29.11,16.44,,,10.98,10.98,16.32,46.11,11.24,21.43,20.97,,,,1324.36,,,screener,2026-06-11T12:45:34.591728+05:30
CDSL,2026-06-11,24967.14,24886.27,54.74,36.85,12.75,21.81,24.52,31.97,19.87,40.14,58.31,55.22,42.41,29.15,28.6,0.0,2.92,3583.29,1144.92,,,,27.29,27.21,50.81,,,18.45,18.45,17.89,15.0,11.36,14.42,59.22,,,,2.2,,,screener,2026-06-11T12:45:34.591728+05:30
CEATLTD,2026-06-11,12575.94,15804.73,16.82,7.57,2.5,0.8,15.9,18.74,5.96,21.47,21.85,22.71,17.64,15.25,11.53,0.65,0.68,3.88,15678.0,,,,11.48,15.55,13.06,,,52.8,52.8,9.84,47.29,16.55,20.9,14.99,,,,3272.09,,,screener,2026-06-11T12:45:34.591728+05:30
CEMPRO,2026-06-11,20593.01,20645.39,35.02,17.41,8.55,2.05,27.8,32.76,9.1,17.24,27.59,26.01,26.53,23.72,18.99,0.42,1.25,4.74,10060.58,,,,25.49,29.83,10.1,,,68.21,68.21,112.23,67.46,7.31,1.94,23.28,,,,1001.23,,,screener,2026-06-11T12:45:34.591728+05:30
CENTRALBK,2026-06-11,27398.61,508743.86,6.16,17.91,0.71,0.76,11.77,5.62,0.87,8.13,13.7,13.24,13.24,10.75,8.73,12.83,4.29,1.3,36167.7,,,,12.13,9.64,61.02,,,38.52,38.52,45.68,81.19,0.84,10.82,7.15,,,,500298.21,,,screener,2026-06-11T12:45:34.591728+05:30
CESC,2026-06-11,22070.75,38169.75,14.37,8.11,1.75,1.19,12.57,10.63,3.7,31.19,14.6,10.74,9.94,12.0,12.3,1.73,0.92,2.56,18570.0,,,,9.24,9.81,18.56,,,5.76,5.76,3.19,52.11,11.61,26.24,10.05,,,,21671.0,,,screener,2026-06-11T12:45:34.591728+05:30
CGCL,2026-06-11,19223.81,41213.0,20.25,13.31,2.64,4.06,16.5,11.67,3.55,20.35,49.51,60.42,33.73,12.62,11.7,3.35,2.03,1.73,4731.14,,,,47.82,45.04,65.23,,,66.74,66.74,39.92,59.92,5.62,20.09,14.33,,,,24112.1,,,screener,2026-06-11T12:45:34.591728+05:30
CGPOWER,2026-06-11,144762.21,143853.04,117.73,76.94,18.15,11.66,20.82,27.01,12.17,35.14,99.81,79.24,79.24,30.38,38.08,0.01,1.91,137.55,12417.95,,,,21.21,33.18,13.09,,,10.29,10.29,69.98,56.36,12.03,18.01,13.53,,,,118.39,,,screener,2026-06-11T12:45:34.591728+05:30
CHALET,2026-06-11,16079.64,18138.81,24.85,14.75,4.33,5.81,19.15,17.07,8.98,28.48,68.15,72.82,73.67,14.16,11.07,0.64,0.7,5.54,2769.75,,,,34.89,57.52,42.87,,,60.17,60.17,46.6,67.29,4.71,24.57,3.43,,,,2367.67,,,screener,2026-06-11T12:45:34.591728+05:30
CHAMBLFERT,2026-06-11,18880.75,19390.88,9.72,6.61,1.81,0.91,20.42,25.51,15.14,16.23,12.44,11.09,11.23,19.22,19.62,0.1,2.33,379.62,20793.66,,,,-9.2,10.33,12.88,,,24.79,24.79,6.59,61.25,15.1,5.4,18.27,,,,1067.5,,,screener,2026-06-11T12:45:34.591728+05:30
CHENNPETRO,2026-06-11,17412.21,18119.6,5.58,3.7,1.55,0.27,32.13,35.11,16.71,5.68,5.7,4.83,5.41,23.48,33.32,0.18,1.62,35.67,63640.06,,,,-5.86,23.42,7.48,,,-4.22,-4.22,64.54,67.29,12.59,2.11,18.0,,,,1964.16,,,screener,2026-06-11T12:45:34.591728+05:30
CHOICEIN,2026-06-11,14417.01,14805.7,66.22,34.8,8.62,12.88,16.13,17.96,7.7,15.12,67.58,56.58,30.73,18.7,17.79,0.54,2.06,4.55,1119.13,,,,41.74,44.84,35.75,,,53.59,53.59,67.05,53.65,11.41,0.35,34.59,,,,907.65,,,screener,2026-06-11T12:45:34.591728+05:30
CHOLAFIN,2026-06-11,124638.12,321012.65,23.79,14.83,4.12,4.01,19.33,9.7,2.34,20.35,30.7,30.03,25.89,19.67,19.84,6.93,4.65,1.49,31073.1,,,,34.1,26.52,68.15,,,25.21,25.21,28.03,49.25,24.87,19.91,5.95,,,,211069.61,,,screener,2026-06-11T12:45:34.591728+05:30
CHOLAHLDNG,2026-06-11,26507.59,221931.84,10.85,10.06,1.72,0.68,17.46,9.75,2.23,31.47,14.18,13.92,14.68,18.62,18.4,13.61,1.22,1.51,39072.72,,,,29.11,22.96,55.14,,,23.68,23.68,24.24,46.38,13.81,26.09,13.26,,,,210400.03,,,screener,2026-06-11T12:45:34.591728+05:30
CIEINDIA,2026-06-11,16515.55,16687.38,19.12,10.94,2.19,1.69,11.8,14.74,8.08,27.43,21.96,21.45,23.86,14.75,10.65,0.06,0.94,50.25,9745.79,,,,2.43,9.23,14.66,,,127.47,127.47,53.77,65.7,4.73,21.32,8.2,,,,425.88,,,screener,2026-06-11T12:45:34.591728+05:30
CIPLA,2026-06-11,111644.26,110950.61,29.3,17.37,3.22,3.96,11.6,15.49,9.51,31.66,26.63,28.07,29.66,15.16,14.46,0.02,2.35,95.19,28162.59,,,,7.37,8.01,20.89,,,10.23,10.23,9.94,29.21,22.55,31.71,16.26,,,,613.77,,,screener,2026-06-11T12:45:34.591728+05:30
COALINDIA,2026-06-11,275720.44,237218.25,8.88,4.45,2.33,1.64,28.5,35.34,11.41,14.98,7.23,7.03,7.32,38.2,42.06,0.12,1.86,35.47,168400.29,,,,6.8,13.34,24.49,,,-0.69,-0.69,19.61,63.13,8.38,22.76,5.62,,,,14072.18,,,screener,2026-06-11T12:45:34.591728+05:30
COCHINSHIP,2026-06-11,36330.11,35595.92,50.66,29.15,6.17,7.23,12.52,15.95,5.13,36.97,51.99,42.31,12.96,14.79,12.94,0.28,1.33,11.81,5021.87,,,,28.54,12.24,16.16,,,40.27,40.27,3.63,67.91,3.1,6.05,22.95,,,,1671.75,,,screener,2026-06-11T12:45:34.591728+05:30
COFORGE,2026-06-11,59855.99,59484.59,36.46,19.77,4.88,3.65,20.64,23.5,13.57,20.32,51.91,47.64,31.99,20.0,21.33,0.08,1.61,13.8,16402.7,,,,26.96,28.6,17.9,,,30.99,30.99,28.45,0.0,23.32,44.42,32.26,,,,727.8,,,screener,2026-06-11T12:45:34.591728+05:30
COHANCE,2026-06-11,16218.92,16559.75,82.15,35.92,4.12,7.15,7.04,8.35,3.84,31.66,48.16,35.57,34.82,10.68,15.75,0.1,2.78,7.35,2268.55,,,,19.17,17.57,18.82,,,-20.97,-20.97,-11.32,57.49,5.59,21.79,15.11,,,,400.49,,,screener,2026-06-11T12:45:34.591728+05:30
COLPAL,2026-06-11,55757.04,54335.63,41.51,27.74,35.21,9.24,82.73,108.0,41.82,40.72,48.16,44.23,45.27,79.36,74.74,0.03,1.28,478.29,6035.04,,,,4.91,4.51,30.98,,,8.39,8.39,5.34,51.0,13.6,15.25,19.87,,,,47.41,,,screener,2026-06-11T12:45:34.591728+05:30
CONCOR,2026-06-11,33427.45,30904.7,26.95,13.35,2.62,3.68,9.81,12.41,8.4,24.23,35.81,38.46,34.06,10.45,10.42,0.07,3.92,21.86,9078.97,,,,3.58,7.15,21.48,,,1.99,1.99,17.49,54.8,8.32,29.77,7.1,,,,964.57,,,screener,2026-06-11T12:45:34.591728+05:30
CONCORDBIO,2026-06-11,13909.79,13901.14,52.39,32.38,6.87,13.18,13.87,18.51,12.44,31.66,51.45,51.45,51.45,18.35,18.3,0.0,7.45,1543.22,1055.07,,,,7.34,11.33,35.69,,,4.12,4.12,2.92,44.08,7.79,9.22,38.9,,,,0.63,,,screener,2026-06-11T12:45:34.591728+05:30
COROMANDEL,2026-06-11,54880.09,55892.47,27.37,15.68,4.38,1.74,16.97,22.75,8.98,16.23,30.57,18.48,18.59,17.49,20.44,0.12,1.51,8.85,31479.54,,,,2.04,17.29,10.22,,,0.02,0.02,8.53,56.35,13.02,18.19,12.24,,,,1506.19,,,screener,2026-06-11T12:45:34.591728+05:30
CPPLUS,2026-06-11,40259.51,40240.18,109.4,69.5,21.46,9.54,25.42,29.61,10.27,30.85,90.0,90.0,90.0,25.66,27.76,0.1,1.53,17.32,4220.81,,,,22.71,29.72,13.41,,,48.45,48.45,65.84,74.74,5.72,14.75,4.78,,,,180.26,,,screener,2026-06-11T12:45:34.591728+05:30
CRAFTSMAN,2026-06-11,20969.02,24413.72,53.31,18.78,6.42,2.6,12.85,14.15,4.89,27.43,46.46,37.08,37.8,13.3,14.43,1.11,1.18,2.77,8069.27,,,,36.36,38.91,15.34,,,16.6,16.6,32.31,48.7,15.19,28.29,7.82,,,,3623.48,,,screener,2026-06-11T12:45:34.591728+05:30
CREDITACC,2026-06-11,20074.26,42388.75,25.79,14.15,2.58,3.31,10.51,9.96,2.6,22.4,21.08,25.82,25.59,13.77,13.79,3.01,4.73,1.54,6058.92,,,,20.22,24.47,49.38,,,-1.99,-1.99,40.43,66.24,12.94,12.59,8.23,,,,23641.13,,,screener,2026-06-11T12:45:34.591728+05:30
CRISIL,2026-06-11,29140.1,29113.57,34.74,22.68,9.61,7.48,24.46,32.55,16.07,29.82,49.1,49.06,45.74,26.98,28.27,0.1,1.31,48.85,3893.49,,,,9.64,12.99,29.8,,,7.25,7.25,14.4,66.64,7.18,12.61,13.57,,,,296.81,,,screener,2026-06-11T12:45:34.591728+05:30
CROMPTON,2026-06-11,16397.3,16418.79,46.81,20.31,5.19,2.28,10.33,18.98,6.05,45.38,41.05,40.03,39.81,14.05,16.69,0.06,1.36,16.72,7193.23,,,,7.38,8.65,10.37,,,-9.43,-9.43,-9.76,0.0,20.49,66.11,13.37,,,,191.52,,,screener,2026-06-11T12:45:34.591728+05:30
CUB,2026-06-11,19179.21,96546.63,14.46,16.9,1.79,2.79,13.24,6.74,1.52,14.66,11.99,13.04,17.2,12.89,12.87,7.92,4.14,1.41,6869.76,,,,13.37,10.69,68.01,,,12.26,12.26,17.48,0.0,23.37,40.73,35.9,,,,83634.75,,,screener,2026-06-11T12:45:34.591728+05:30
CUMMINSIND,2026-06-11,157441.26,155103.7,64.92,45.91,18.57,12.97,30.23,39.5,22.58,41.28,49.56,41.05,35.05,28.84,25.78,0.0,3.32,256.24,12143.19,,,,16.04,22.73,21.37,,,26.3,26.3,30.82,51.0,20.77,19.43,8.68,,,,36.51,,,screener,2026-06-11T12:45:34.591728+05:30
CYIENT,2026-06-11,9435.96,8360.76,19.7,7.77,1.67,1.3,8.69,12.4,6.48,23.57,26.67,23.82,18.84,12.86,14.1,0.08,2.93,13.13,7268.2,,,,6.51,11.96,12.37,,,-4.32,-4.32,5.6,23.28,15.33,40.98,19.84,,,,431.1,,,screener,2026-06-11T12:45:34.591728+05:30
DABUR,2026-06-11,75765.48,76490.73,39.71,25.08,6.64,5.74,17.16,20.44,11.16,40.72,51.9,53.64,51.89,17.85,18.94,0.11,1.7,17.75,13192.57,,,,4.59,6.65,18.57,,,4.01,4.01,2.41,66.25,9.98,18.46,5.2,,,,1287.32,,,screener,2026-06-11T12:45:34.591728+05:30
DALBHARAT,2026-06-11,30179.37,37361.37,27.91,11.68,1.69,2.04,6.11,7.59,3.46,28.42,38.06,36.78,35.97,5.04,5.44,0.41,0.65,3.85,14804.0,,,,2.99,7.93,20.83,,,-0.69,-0.69,-1.63,55.84,7.15,20.25,16.61,,,,7406.0,,,screener,2026-06-11T12:45:34.591728+05:30
DATAPATTNS,2026-06-11,23490.9,23402.34,85.83,58.22,13.53,25.4,16.87,23.28,14.52,62.08,76.58,69.89,69.89,15.55,15.93,0.0,10.45,30.44,924.77,,,,26.81,32.79,40.44,,,30.4,30.4,37.56,42.41,12.47,11.68,33.43,,,,5.27,,,screener,2026-06-11T12:45:34.591728+05:30
DCMSHRIRAM,2026-06-11,15926.4,17995.14,18.24,10.62,2.07,1.18,11.85,11.8,6.51,18.27,28.66,23.18,12.77,9.17,12.14,0.38,1.49,6.78,13538.15,,,,5.45,10.26,11.06,,,-0.5,-0.5,5.55,66.52,3.97,8.55,20.23,,,,2923.17,,,screener,2026-06-11T12:45:34.591728+05:30
DEEPAKFERT,2026-06-11,19128.81,24262.87,25.98,13.58,2.78,1.66,11.27,11.58,5.03,22.25,16.35,12.65,14.58,11.65,15.38,0.83,1.36,3.86,11506.03,,,,0.6,14.65,14.63,,,-14.69,-14.69,13.22,45.63,10.31,13.24,30.83,,,,5670.28,,,screener,2026-06-11T12:45:34.591728+05:30
DEEPAKNTR,2026-06-11,22475.51,23844.22,40.14,22.91,3.83,2.85,9.97,11.49,6.83,28.96,39.91,37.21,33.4,12.99,17.85,0.28,2.4,17.73,7887.07,,,,-0.36,12.59,12.43,,,-12.76,-12.76,-6.33,49.33,6.19,23.46,21.01,,,,1637.72,,,screener,2026-06-11T12:45:34.591728+05:30
DELHIVERY,2026-06-11,32305.28,33523.51,181.0,33.33,3.37,3.07,1.87,2.82,1.44,24.23,194.16,194.16,194.16,0.18,-5.01,0.15,2.59,2.15,10508.31,,,,13.3,23.57,6.09,,,29.56,29.56,19.76,0.0,48.23,36.27,15.51,,,,1462.57,,,screener,2026-06-11T12:45:34.591728+05:30
DEVYANI,2026-06-11,13204.79,16543.14,,18.5,8.59,2.35,-1.67,4.66,-0.4,52.17,269.42,114.98,114.98,-3.52,7.28,2.49,0.51,0.87,5611.48,,,,23.24,37.67,15.13,,,,,12.14,61.36,6.13,19.33,13.17,,,,3833.15,,,screener,2026-06-11T12:45:34.591728+05:30
DIVISLAB,2026-06-11,177773.71,174366.71,67.77,44.17,10.65,16.83,16.53,21.96,14.2,31.66,72.61,66.63,48.5,14.82,16.96,0.0,5.43,151.52,10560.0,,,,10.78,8.67,32.59,,,12.87,12.87,5.71,51.88,20.29,19.13,8.61,,,,7.0,,,screener,2026-06-11T12:45:34.591728+05:30
DIXON,2026-06-11,69943.36,69996.52,48.61,26.91,14.94,1.43,37.43,41.97,9.16,37.18,118.09,118.29,102.58,33.57,31.23,0.21,1.06,16.06,48872.8,1050.0,505.0,28.5,35.5,49.94,3.82,2.9,32.5,77.49,77.49,55.2,28.68,18.3,28.14,24.87,2025-01-25,Q3FY25,1500.0,994.22,35.0,500.0,screener,2026-06-11T12:45:34.591728+05:30
DLF,2026-06-11,138790.74,131350.23,32.76,42.78,3.09,16.94,9.62,6.34,5.91,26.02,56.34,53.38,57.82,9.37,7.77,0.01,1.54,14.71,8194.02,,,,12.89,8.64,17.68,,,27.82,27.82,29.49,74.08,13.54,6.94,5.43,,,,305.89,,,screener,2026-06-11T12:45:34.591728+05:30
DMART,2026-06-11,261361.18,263482.39,88.0,50.09,10.76,3.8,12.95,17.19,11.03,39.36,100.88,106.29,117.33,13.55,13.66,0.1,1.98,29.73,68820.74,,,,17.12,23.31,7.54,,,7.77,7.77,22.0,74.51,9.0,8.77,7.64,,,,2424.99,,,screener,2026-06-11T12:45:34.591728+05:30
DOMS,2026-06-11,13408.49,13487.96,58.29,32.02,10.98,5.76,20.71,24.33,14.86,27.62,71.87,71.87,71.87,22.57,22.24,0.12,2.17,30.84,2326.37,,,,24.28,42.01,17.31,,,33.97,33.97,83.99,70.39,7.62,19.14,2.86,,,,141.26,,,screener,2026-06-11T12:45:34.591728+05:30
DRREDDY,2026-06-11,106449.59,110834.99,25.36,14.16,2.85,3.16,11.75,13.64,7.83,31.66,19.0,19.96,26.31,16.51,16.63,0.2,1.8,15.43,33700.2,,,,10.96,12.09,19.15,,,-3.0,-3.0,16.51,26.63,21.14,30.72,21.27,,,,7734.1,,,screener,2026-06-11T12:45:34.591728+05:30
ECLERX,2026-06-11,12631.93,12278.9,17.87,10.65,4.91,3.07,29.02,34.81,20.67,18.11,25.33,22.95,17.51,25.83,26.58,0.15,3.4,23.19,4117.03,,,,15.85,21.35,25.54,,,13.68,13.68,21.53,54.52,11.82,23.95,7.53,,,,384.96,,,screener,2026-06-11T12:45:34.591728+05:30
EICHERMOT,2026-06-11,196097.62,196355.53,35.28,24.33,7.8,8.38,23.96,30.52,18.73,35.63,32.1,34.7,37.89,24.08,22.17,0.02,1.9,101.06,23407.56,,,,17.46,21.83,24.71,,,24.02,24.02,32.76,49.06,26.77,14.73,9.35,,,,513.95,,,screener,2026-06-11T12:45:34.591728+05:30
EIDPARRY,2026-06-11,12636.29,14855.84,18.25,3.91,1.44,0.33,8.3,17.81,6.26,18.82,15.55,13.62,11.33,10.22,12.49,0.4,1.42,6.69,38534.08,,,,3.02,15.74,8.95,,,-9.24,-9.24,7.71,41.44,12.2,16.75,29.59,,,,3528.07,,,screener,2026-06-11T12:45:34.591728+05:30
EIHOTEL,2026-06-11,18219.94,17538.4,25.47,14.07,3.47,6.2,14.5,20.69,12.09,28.48,33.55,36.38,47.13,16.53,12.24,0.05,2.69,47.81,2939.63,,,,13.34,42.89,34.83,,,25.3,25.3,31.69,32.85,6.62,13.88,46.65,,,,252.42,,,screener,2026-06-11T12:45:34.591728+05:30
ELECON,2026-06-11,11975.12,12035.13,33.86,20.04,5.16,5.06,16.43,20.86,11.86,35.14,33.45,27.25,23.07,20.76,19.92,0.12,2.04,19.75,2366.05,,,,15.65,17.77,22.12,,,14.0,14.0,43.68,59.27,7.13,5.67,27.89,,,,272.65,,,screener,2026-06-11T12:45:34.591728+05:30
ELGIEQUIP,2026-06-11,19108.0,18834.1,43.29,26.77,8.52,4.84,21.54,23.73,13.41,41.28,46.11,51.79,48.59,20.79,20.89,0.24,2.08,24.32,3950.7,,,,9.12,15.48,14.66,,,15.59,15.59,33.98,31.19,22.2,9.08,37.0,,,,533.1,,,screener,2026-06-11T12:45:34.591728+05:30
EMAMILTD,2026-06-11,17078.07,16830.15,21.77,16.11,5.83,4.52,27.92,29.56,21.31,40.72,31.41,31.24,42.54,29.29,31.22,0.06,2.31,77.93,3779.51,,,,3.53,5.58,25.39,,,7.5,7.5,12.61,54.84,8.57,26.91,9.67,,,,161.92,,,screener,2026-06-11T12:45:34.591728+05:30
EMCURE,2026-06-11,32538.03,33948.5,34.37,18.08,6.56,3.54,20.13,23.97,10.86,31.66,34.99,34.99,34.99,19.18,21.5,0.31,1.43,10.18,9203.54,,,,15.42,12.83,20.26,,,20.8,20.8,17.55,77.87,3.35,6.1,12.69,,,,1557.99,,,screener,2026-06-11T12:45:34.591728+05:30
EMMVEE,2026-06-11,22913.18,22919.59,21.18,12.82,6.22,4.54,51.12,44.83,22.33,27.95,3.17,3.17,3.17,56.39,50.55,0.1,2.06,9.65,5049.88,,,,101.4,64.11,34.34,,,394.58,394.58,158.17,80.03,2.45,12.28,5.24,,,,360.06,,,screener,2026-06-11T12:45:34.591728+05:30
ENDURANCE,2026-06-11,35520.2,35972.05,36.71,17.21,5.18,2.43,15.41,18.28,9.32,27.43,44.55,42.39,40.66,14.64,13.74,0.19,1.55,23.63,14595.88,,,,18.35,17.39,13.47,,,27.08,27.08,13.16,75.0,13.14,9.77,2.07,,,,1326.66,,,screener,2026-06-11T12:45:34.591728+05:30
ENGINERSIN,2026-06-11,12814.56,11467.47,18.55,12.22,4.06,3.26,23.79,30.63,12.42,17.24,21.64,22.31,21.41,22.76,19.64,0.01,1.3,422.93,3928.18,,,,5.66,4.55,17.72,,,26.3,26.3,15.77,51.32,9.66,12.19,26.79,,,,16.81,,,screener,2026-06-11T12:45:34.591728+05:30
ENRIN,2026-06-11,122754.73,119675.43,91.01,60.96,25.55,14.05,50.47,67.75,23.16,35.14,86.17,86.17,86.17,,,0.04,2.06,52.22,8735.3,,,,,,20.36,,,,,,75.0,7.59,6.62,10.78,,,,215.7,,,screener,2026-06-11T12:45:34.591728+05:30
ERIS,2026-06-11,19116.73,21408.05,30.25,18.98,4.91,6.11,18.7,14.14,9.36,31.66,43.99,30.54,29.42,16.16,17.56,0.6,0.74,4.4,3129.42,,,,22.92,20.89,35.79,,,18.69,18.69,12.36,53.92,6.39,20.35,19.33,,,,2358.62,,,screener,2026-06-11T12:45:34.591728+05:30
ESCORTS,2026-06-11,30727.79,30050.3,22.77,14.57,2.47,2.66,11.86,15.72,9.34,24.83,35.26,34.68,32.99,12.26,11.49,0.01,3.26,88.48,11540.26,,,,11.04,10.47,12.97,,,25.91,25.91,9.2,68.04,5.71,11.66,12.93,,,,161.89,,,screener,2026-06-11T12:45:34.591728+05:30
ETERNAL,2026-06-11,227120.99,230189.99,620.55,88.4,7.39,4.18,1.19,2.97,0.96,48.71,466.3,466.3,466.3,1.35,-1.51,0.15,2.77,2.57,54364.0,,,,97.29,93.7,2.22,,,32.84,32.84,21.65,0.0,32.61,35.88,26.68,,,,4592.0,,,screener,2026-06-11T12:45:34.591728+05:30
EXIDEIND,2026-06-11,32746.25,34063.84,38.03,17.28,2.33,1.82,6.19,8.79,4.07,27.43,38.92,28.51,23.76,6.3,12.88,0.11,1.22,11.17,17995.35,,,,6.07,11.68,10.39,,,2.87,2.87,1.23,45.99,10.3,19.12,24.59,,,,1575.4,,,screener,2026-06-11T12:45:34.591728+05:30
FACT,2026-06-11,57285.28,59600.04,,242.75,42.44,10.01,-2.91,4.93,-0.66,16.23,592.61,84.23,31.27,8.76,26.55,2.95,0.93,0.84,5723.76,,,,-2.62,11.92,1.21,,,,,,90.0,0.21,0.06,0.77,,,,3985.45,,,screener,2026-06-11T12:45:34.591728+05:30
